A,B,C
-0.29943737289744593,-3.3339347389264944,-0.65251463153574507
-0.15145610831555548,-3.4504764419522775,-0.35865326488909433
-0.0020097999370173843,-3.4981088135898233,-0.042095656917621495
0.14588380450515981,-3.47188804052904,0.27894789931618119
0.28998543375908986,-3.3722452825478859,0.58477163502938856
0.42762619051521994,-3.2055114852713009,0.85665967316037439
0.55474612086482855,-2.9829668145002493,1.0791996524113521
0.66581882486816679,-2.7193006410505403,1.2415132823036106
0.75495918137220164,-2.4313492285625418,1.3378469952577274
0.81800508652232529,-2.1365222220337623,1.3682639375681387
0.85451539809284427,-1.8497658710357734,1.3388705364660363
0.86798312057971339,-1.5798288145950816,1.2601608621207001
0.86367081920324518,-1.3276959638611292,1.1436606756175325
0.84570107535759687,-1.0886104382925321,0.99911256420187244
0.81541607224174972,-0.85584603412537208,0.83374435890362641
0.77142819375665117,-0.62376369838890189,0.65304969469971019
0.71065259606599707,-0.38932486302870167,0.46180132265244112
0.62965542345627123,-0.15244462121135235,0.26458024540246405
0.52599575174966762,0.084295044456278612,0.065711437866499064
0.39929915522218606,0.31632674129249044,-0.13116541368391199
0.25166412734111709,0.53814427734691295,-0.32341791496194694
0.087115725959475643,0.74466908355891881,-0.50915901870943481
-0.089651640190641035,0.93261485928335164,-0.68646968587255675
-0.27464982844457997,1.1012892146089419,-0.85275682889497617
-0.46571881338569271,1.2524879856418702,-1.0046371808020658
-0.6633045110397896,1.3895969498771974,-1.1380352086400216
-0.87071739648872104,1.5161808605161804,-1.2479740210827068
-1.0933801509449144,1.6342731828958088,-1.3279133701714214
-1.3364540260378925,1.7427641986990008,-1.3691825534228959
-1.6010487776403846,1.8368171378798783,-1.3616829988856534
-1.8810763893582041,1.9092447152265721,-1.296551750472053
-2.1634324435481145,1.953286989911367,-1.1694591236056775
-2.431455454860604,1.9646598500309416,-0.9821243829113675
-2.6687087603489781,1.9415475748680018,-0.74154851280871281
-2.8610158531757572,1.8833187288831403,-0.45865591978597209
-2.9972490407879002,1.7895015735841482,-0.14768262235912302
-3.0701257914623352,1.6599115591506588,0.1740313857425686
-3.0771905200874876,1.4958686837832036,0.48703212907555393
-3.021082429901528,1.301661262425317,0.77198441713499877
-2.9085355871757828,1.0852655647615634,1.0121967371294021
-2.7488822310478018,0.85796646007812294,1.1952232299660606
-2.5532236949324854,0.63305647886008798,1.3135578418340554
-2.3341980911758395,0.42359030635529415,1.3652725471491367
-2.1049162318575259,0.23922606926161355,1.354554169833702
-1.8761826325101922,0.083504865869617459,1.290774751799457
-1.6535188120056834,-0.046176635841782068,1.1855094631235712
-1.4364862770079303,-0.15557631156728594,1.0492760531655665
-1.2206304964731713,-0.24994976937091282,0.89008979860320536
-1.0002633136090466,-0.33191972956144561,0.7138924308275616
-0.77060578616424824,-0.4011634894581021,0.52560520813619571
-0.52901401335356646,-0.45519854984296693,0.32985245775873573
-0.27556119283216568,-0.4906269719783124,0.1310804668340253
-0.013150873996761011,-0.50445502186391133,-0.066793126268819766
